Name,Region,Metres,Grid Ref,Drop,Feature,Country,Streetmap/OSiViewer,Geograph,Latitude,Longitude
Craigentaggert Hill,Central Scotland from Dumbarton to Montrose,493,NN906056,70,no feature,S,"http://www.streetmap.co.uk/newmap.srf?x=290622&y=705664&z=3&sv=290622,705664&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NN9062205664,56.230891,-3.765926
Kailrine Hill,Central Scotland from Dumbarton to Montrose,491,NS594835,20,,S,"http://www.streetmap.co.uk/newmap.srf?x=259400&y=683500&z=3&sv=259400,683500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS5940083500,56.023708,-4.257469
Cock Law,Central Scotland from Dumbarton to Montrose,408,NO032102,94,,S,"http://www.streetmap.co.uk/newmap.srf?x=303200&y=710200&z=3&sv=303200,710200&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NO0320010200,56.27436,-3.564791
Coul Hill,Central Scotland from Dumbarton to Montrose,306,NN974104,93,grass bank,S,"http://www.streetmap.co.uk/newmap.srf?x=297428&y=710428&z=3&sv=297428,710428&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NN9742810428,56.275193,-3.658041
Hill of Franklyden,Central Scotland from Dumbarton to Montrose,303,NO214300,96,no feature: heather,S,"http://www.streetmap.co.uk/newmap.srf?x=321458&y=730099&z=3&sv=321458,730099&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NO2145830099,56.456468,-3.275997
Clatto Hill,Central Scotland from Dumbarton to Montrose,248,NO355065,91,trig point,S,"http://www.streetmap.co.uk/newmap.srf?x=335571&y=706525&z=3&sv=335571,706525&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NO3557106525,56.246848,-3.041276
Dunearn Hill,Central Scotland from Dumbarton to Montrose,221,NT211872,96,windshelter,S,"http://www.streetmap.co.uk/newmap.srf?x=321133&y=687285&z=3&sv=321133,687285&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NT2113387285,56.071856,-3.268481
Ginshot Hill [King's Seat],Central Scotland from Dumbarton to Montrose,154,NO662535,93,ground in beech knoll,S,"http://www.streetmap.co.uk/newmap.srf?x=366287&y=753496&z=3&sv=366287,753496&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NO6628753496,56.671993,-2.551746
St Fort Hill,Central Scotland from Dumbarton to Montrose,123,NO414264,90,,S,"http://www.streetmap.co.uk/newmap.srf?x=341400&y=726400&z=3&sv=341400,726400&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NO4140026400,56.426143,-2.951659
Uamh Bheag East Top,Central Scotland from Dumbarton to Montrose,664,NN696119,21,,S,"http://www.streetmap.co.uk/newmap.srf?x=269600&y=711900&z=3&sv=269600,711900&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NN6960011900,56.281578,-4.107865
Meall Coire Nochd Mor,Central Scotland from Dumbarton to Montrose,497,NN742119,23,,S,"http://www.streetmap.co.uk/newmap.srf?x=274200&y=711900&z=3&sv=274200,711900&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NN7420011900,56.28282,-4.033618
Cnoc nan Oighreag,Central Scotland from Dumbarton to Montrose,495,NN741152,58,,S,"http://www.streetmap.co.uk/newmap.srf?x=274100&y=715200&z=3&sv=274100,715200&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NN7410015200,56.312423,-4.036809
Cnoc Brannan,Central Scotland from Dumbarton to Montrose,398,NN721158,90,,S,"http://www.streetmap.co.uk/newmap.srf?x=272100&y=715800&z=3&sv=272100,715800&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NN7210015800,56.317274,-4.069407
Beinn Dubh,Central Scotland from Dumbarton to Montrose,266,NN784184,98,,S,"http://www.streetmap.co.uk/newmap.srf?x=278400&y=718400&z=3&sv=278400,718400&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NN7840018400,56.342278,-3.968825
Scaut Hill,Ayr to the River Clyde,586,NS965345,23,,S,"http://www.streetmap.co.uk/newmap.srf?x=296500&y=634500&z=3&sv=296500,634500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9650034500,55.593091,-3.643882
Lochlyoch Hill,Ayr to the River Clyde,529,NS930342,43,a few stones,S,"http://www.streetmap.co.uk/newmap.srf?x=293070&y=634260&z=3&sv=293070,634260&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9307034260,55.590197,-3.698192
West Girt Hill,Ayr to the River Clyde,516,NS270627,25,,S,"http://www.streetmap.co.uk/newmap.srf?x=227000&y=662700&z=3&sv=227000,662700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS2700062700,55.826441,-4.763369
East Girt Hill,Ayr to the River Clyde,510,NS279627,32,,S,"http://www.streetmap.co.uk/newmap.srf?x=227900&y=662700&z=3&sv=227900,662700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS2790062700,55.826763,-4.74902
Misty Law,Ayr to the River Clyde,510,NS295619,56,,S,"http://www.streetmap.co.uk/newmap.srf?x=229500&y=661900&z=3&sv=229500,661900&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS2950061900,55.820151,-4.723008
Priesthill Height,Ayr to the River Clyde,493,NS733325,26,,S,"http://www.streetmap.co.uk/newmap.srf?x=273300&y=632500&z=3&sv=273300,632500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS7330032500,55.569645,-4.010863
High Corby Knowe,Ayr to the River Clyde,492,NS271618,21,,S,"http://www.streetmap.co.uk/newmap.srf?x=227100&y=661800&z=3&sv=227100,661800&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS2710061800,55.8184,-4.761202
Meikle Auchinstilloch,Ayr to the River Clyde,491,NS758321,57,no feature,S,"http://www.streetmap.co.uk/newmap.srf?x=275835&y=632118&z=3&sv=275835,632118&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS7583532118,55.566871,-3.970513
Long Hill,Ayr to the River Clyde,491,NS266617,18,,S,"http://www.streetmap.co.uk/newmap.srf?x=226600&y=661700&z=3&sv=226600,661700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS2660061700,55.817324,-4.769108
Caldron Hill,Ayr to the River Clyde,332,NS229512,90,no feature: ground just NNE of cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=222943&y=651212&z=3&sv=222943,651212&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS2294351212,55.721881,-4.820592
Barscube Hill,Ayr to the River Clyde,195,NS388715,90,trig point,S,"http://www.streetmap.co.uk/newmap.srf?x=238889&y=671531&z=3&sv=238889,671531&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS3888971531,55.909821,-4.579042
White Hill,Carrick and Galloway,606,NX457775,21,,S,"http://www.streetmap.co.uk/newmap.srf?x=245700&y=577500&z=3&sv=245700,577500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4570077500,55.067927,-4.417906
Scars of Milldown,Carrick and Galloway,603,NX448768,31,,S,"http://www.streetmap.co.uk/newmap.srf?x=244800&y=576800&z=3&sv=244800,576800&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4480076800,55.061362,-4.431605
Millfore Hill,Carrick and Galloway,602,NX507700,81,,S,"http://www.streetmap.co.uk/newmap.srf?x=250700&y=570000&z=3&sv=250700,570000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX5070070000,55.002116,-4.335757
Craignairny,Carrick and Galloway,595,NX453848,38,,S,"http://www.streetmap.co.uk/newmap.srf?x=245300&y=584800&z=3&sv=245300,584800&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4530084800,55.133341,-4.428135
Gairy of Pulnee,Carrick and Galloway,581,NX467756,42,,S,"http://www.streetmap.co.uk/newmap.srf?x=246700&y=575600&z=3&sv=246700,575600&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4670075600,55.051178,-4.40124
Little Millyea,Carrick and Galloway,578,NX511810,36,rock 5m N of cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=251147&y=581092&z=3&sv=251147,581092&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX5114781092,55.101838,-4.334572
Hoodens Hill,Carrick and Galloway,568,NX452885,85,,S,"http://www.streetmap.co.uk/newmap.srf?x=245200&y=588500&z=3&sv=245200,588500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4520088500,55.166527,-4.431722
Bennan,Carrick and Galloway,562,NX403826,28,,S,"http://www.streetmap.co.uk/newmap.srf?x=240300&y=582600&z=3&sv=240300,582600&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4030082600,55.112004,-4.505244
Mulldonoch,Carrick and Galloway,561,NX426785,54,,S,"http://www.streetmap.co.uk/newmap.srf?x=242600&y=578500&z=3&sv=242600,578500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4260078500,55.075932,-4.466956
Cairngarroch,Carrick and Galloway,557,NX491775,83,cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=249152&y=577557&z=3&sv=249152,577557&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4915277557,55.069496,-4.363923
Craig Neldricken,Carrick and Galloway,552,NX446843,41,,S,"http://www.streetmap.co.uk/newmap.srf?x=244600&y=584300&z=3&sv=244600,584300&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4460084300,55.128633,-4.438831
Pinbreck Hill,Carrick and Galloway,549,NX320909,45,no feature: 20m S of cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=232001&y=590905&z=3&sv=232001,590905&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX3200190905,55.183809,-4.640125
Bennan Hill,Carrick and Galloway,547,NX452758,39,,S,"http://www.streetmap.co.uk/newmap.srf?x=245200&y=575800&z=3&sv=245200,575800&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4520075800,55.052509,-4.424805
Shalloch,Carrick and Galloway,545,NX384925,24,,S,"http://www.streetmap.co.uk/newmap.srf?x=238400&y=592500&z=3&sv=238400,592500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX3840092500,55.20026,-4.540643
Craignaw,Carrick and Galloway,540,NX413767,61,,S,"http://www.streetmap.co.uk/newmap.srf?x=241300&y=576700&z=3&sv=241300,576700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4130076700,55.059358,-4.486294
Craigmasheenie,Carrick and Galloway,539,NX414929,66,rock,S,"http://www.streetmap.co.uk/newmap.srf?x=241482&y=592908&z=3&sv=241482,592908&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4148292908,55.204922,-4.492498
Black Craig,Carrick and Galloway,528,NX506953,82,ground 20m W of cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=250635&y=595371&z=3&sv=250635,595371&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX5063595371,55.229889,-4.350106
Craiglee N Top,Carrick and Galloway,523,NX459805,24,,S,"http://www.streetmap.co.uk/newmap.srf?x=245900&y=580500&z=3&sv=245900,580500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4590080500,55.094923,-4.416401
Changue,Carrick and Galloway,521,NX321919,27,no feature,S,"http://www.streetmap.co.uk/newmap.srf?x=232166&y=591938&z=3&sv=232166,591938&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX3216691938,55.193138,-4.638149
Knockower,Carrick and Galloway,511,NX516943,30,no feature,S,"http://www.streetmap.co.uk/newmap.srf?x=251619&y=594345&z=3&sv=251619,594345&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX5161994345,55.220974,-4.334109
Haggis Hill,Carrick and Galloway,510,NX325923,43,no feature 20m S of small standing stone,S,"http://www.streetmap.co.uk/newmap.srf?x=232514&y=592375&z=3&sv=232514,592375&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX3251492375,55.197179,-4.632948
Shiel Hill,Carrick and Galloway,508,NX417944,72,boulder,S,"http://www.streetmap.co.uk/newmap.srf?x=241714&y=594397&z=3&sv=241714,594397&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4171494397,55.218364,-4.489691
Pinbreck Hill,Carrick and Galloway,499,NX348937,98,cairn by fence post,S,"http://www.streetmap.co.uk/newmap.srf?x=234798&y=593709&z=3&sv=234798,593709&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX3479893709,55.209923,-4.597884
Macaterick,Carrick and Galloway,498,NX437900,83,,S,"http://www.streetmap.co.uk/newmap.srf?x=243700&y=590000&z=3&sv=243700,590000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4370090000,55.179521,-4.456074
Buchan Hill,Carrick and Galloway,493,NX429819,66,,S,"http://www.streetmap.co.uk/newmap.srf?x=242900&y=581900&z=3&sv=242900,581900&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4290081900,55.106551,-4.464139
Craig of Dalwine,Carrick and Galloway,418,NX342969,92,no feature,S,"http://www.streetmap.co.uk/newmap.srf?x=234295&y=596932&z=3&sv=234295,596932&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX3429596932,55.238686,-4.607673
Milljoan Hill,Carrick and Galloway,403,NX112769,96,,S,"http://www.streetmap.co.uk/newmap.srf?x=211200&y=576900&z=3&sv=211200,576900&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX1120076900,55.050624,-4.957048
Auldcraigoch Hill,Carrick and Galloway,370,NS440048,95,,S,"http://www.streetmap.co.uk/newmap.srf?x=244000&y=604800&z=3&sv=244000,604800&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS4400004800,55.312483,-4.459561
Mull of Miljoan,Carrick and Galloway,356,NX277965,96,,S,"http://www.streetmap.co.uk/newmap.srf?x=227700&y=596500&z=3&sv=227700,596500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX2770096500,55.232547,-4.710999
Bennan Hill,Carrick and Galloway,258,NX648724,95,,S,"http://www.streetmap.co.uk/newmap.srf?x=264800&y=572400&z=3&sv=264800,572400&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX6480072400,55.027699,-4.116624
Inchmulloch Hill,Carrick and Galloway,122,NX108394,90,,S,"http://www.streetmap.co.uk/newmap.srf?x=210800&y=539400&z=3&sv=210800,539400&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX1080039400,54.71394,-4.938688
Green Lowther - Green Trough,The Glenkens to Annandale,710,NS896115,21,,S,"http://www.streetmap.co.uk/newmap.srf?x=289600&y=611500&z=3&sv=289600,611500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8960011500,55.385008,-3.74416
Penbreck,The Glenkens to Annandale,609,NS982010,23,,S,"http://www.streetmap.co.uk/newmap.srf?x=298200&y=601000&z=3&sv=298200,601000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9820001000,55.292558,-3.604659
Millaneoch Hill,The Glenkens to Annandale,607,NS627020,24,,S,"http://www.streetmap.co.uk/newmap.srf?x=262700&y=602000&z=3&sv=262700,602000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6270002000,55.292915,-4.163799
Hare Hill,The Glenkens to Annandale,601,NS654097,74,small cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=265486&y=609788&z=3&sv=265486,609788&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6548609788,55.363613,-4.123697
Wedder Hill,The Glenkens to Annandale,597,NS630027,26,,S,"http://www.streetmap.co.uk/newmap.srf?x=263000&y=602700&z=3&sv=263000,602700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6300002700,55.299284,-4.15942
Cannock Hill,The Glenkens to Annandale,594,NS641041,35,cairn at junction of fences,S,"http://www.streetmap.co.uk/newmap.srf?x=264140&y=604105&z=3&sv=264140,604105&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6414004105,55.31222,-4.14216
Crooked Bank,The Glenkens to Annandale,591,NS906107,25,,S,"http://www.streetmap.co.uk/newmap.srf?x=290600&y=610700&z=3&sv=290600,610700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9060010700,55.378047,-3.728071
Faugh,The Glenkens to Annandale,583,NS931121,84,no feature: grass,S,"http://www.streetmap.co.uk/newmap.srf?x=293162&y=612145&z=3&sv=293162,612145&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9316212145,55.391587,-3.688215
Ewe Hill,The Glenkens to Annandale,582,NS658005,77,,S,"http://www.streetmap.co.uk/newmap.srf?x=265800&y=600500&z=3&sv=265800,600500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6580000500,55.2803,-4.114301
Benbrack,The Glenkens to Annandale,581,NX680970,98,ground near arch,S,"http://www.streetmap.co.uk/newmap.srf?x=268063&y=597078&z=3&sv=268063,597078&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX6806397078,55.250186,-4.077096
Corse Hill,The Glenkens to Annandale,580,NS685035,41,,S,"http://www.streetmap.co.uk/newmap.srf?x=268500&y=603500&z=3&sv=268500,603500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6850003500,55.307968,-4.07323
Harestanes Heights,The Glenkens to Annandale,578,NS998020,54,cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=299851&y=602055&z=3&sv=299851,602055&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9985102055,55.302375,-3.579048
Craigbraneoch Hill,The Glenkens to Annandale,576,NS633054,78,cairn on rock,S,"http://www.streetmap.co.uk/newmap.srf?x=263369&y=605402&z=3&sv=263369,605402&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6336905402,55.323653,-4.154931
Ewe Hill North Top,The Glenkens to Annandale,575,NS655010,27,,S,"http://www.streetmap.co.uk/newmap.srf?x=265500&y=601000&z=3&sv=265500,601000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6550001000,55.284708,-4.11926
Lamgarroch,The Glenkens to Annandale,573,NX715987,50,,S,"http://www.streetmap.co.uk/newmap.srf?x=271500&y=598700&z=3&sv=271500,598700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX7150098700,55.265656,-4.023807
Durisdeer Hill,The Glenkens to Annandale,570,NS915052,27,,S,"http://www.streetmap.co.uk/newmap.srf?x=291500&y=605200&z=3&sv=291500,605200&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9150005200,55.328849,-3.711741
Magheuchan Rig,The Glenkens to Annandale,568,NS675065,34,,S,"http://www.streetmap.co.uk/newmap.srf?x=267500&y=606500&z=3&sv=267500,606500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6750006500,55.334639,-4.09039
Black Hill,The Glenkens to Annandale,568,NX688987,53,no feature,S,"http://www.streetmap.co.uk/newmap.srf?x=268868&y=598713&z=3&sv=268868,598713&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX6886898713,55.265083,-4.065203
Cruffel,The Glenkens to Annandale,557,NS694050,21,,S,"http://www.streetmap.co.uk/newmap.srf?x=269400&y=605000&z=3&sv=269400,605000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6940005000,55.321678,-4.05976
McCrierick's Cairn,The Glenkens to Annandale,556,NS668100,21,small cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=266827&y=610066&z=3&sv=266827,610066&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6682710066,55.366475,-4.102689
Mid Height,The Glenkens to Annandale,555,NS989020,32,,S,"http://www.streetmap.co.uk/newmap.srf?x=298900&y=602000&z=3&sv=298900,602000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9890002000,55.301684,-3.594001
Coom Dod,The Glenkens to Annandale,553,NS909183,32,small stone near track,S,"http://www.streetmap.co.uk/newmap.srf?x=290981&y=618348&z=3&sv=290981,618348&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9098118348,55.44682,-3.725057
Wanlock Dod,The Glenkens to Annandale,552,NS875139,94,small hollowed out mound near fence.,S,"http://www.streetmap.co.uk/newmap.srf?x=287528&y=613947&z=3&sv=287528,613947&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8752813947,55.406512,-3.777841
Wool Law,The Glenkens to Annandale,552,NS891168,83,small cairn,S,"http://www.streetmap.co.uk/newmap.srf?x=289104&y=616836&z=3&sv=289104,616836&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8910416836,55.432818,-3.754114
Black Hill,The Glenkens to Annandale,551,NS621041,43,,S,"http://www.streetmap.co.uk/newmap.srf?x=262100&y=604100&z=3&sv=262100,604100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6210004100,55.311604,-4.174272
Threehope Height,The Glenkens to Annandale,551,NS866092,25,,S,"http://www.streetmap.co.uk/newmap.srf?x=286600&y=609200&z=3&sv=286600,609200&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8660009200,55.363667,-3.790555
Wintercleuch Fell,The Glenkens to Annandale,550,NS994108,42,no feature: ground near windfarm road,S,"http://www.streetmap.co.uk/newmap.srf?x=299470&y=610827&z=3&sv=299470,610827&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9947010827,55.381082,-3.588197
Glen Ea's Hill,The Glenkens to Annandale,549,NS906146,38,small hump,S,"http://www.streetmap.co.uk/newmap.srf?x=290676&y=614614&z=3&sv=290676,614614&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9067614614,55.413215,-3.72841
Well Hill,The Glenkens to Annandale,549,NS689071,27,,S,"http://www.streetmap.co.uk/newmap.srf?x=268900&y=607100&z=3&sv=268900,607100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6890007100,55.340403,-4.068617
Laglass Hill,The Glenkens to Annandale,548,NS648087,21,,S,"http://www.streetmap.co.uk/newmap.srf?x=264800&y=608700&z=3&sv=264800,608700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6480008700,55.353659,-4.133985
Sowen Dod,The Glenkens to Annandale,546,NS866144,69,ground near junction of fences,S,"http://www.streetmap.co.uk/newmap.srf?x=286649&y=614416&z=3&sv=286649,614416&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8664914416,55.410521,-3.791907
Stake Hill,The Glenkens to Annandale,544,NS883125,22,,S,"http://www.streetmap.co.uk/newmap.srf?x=288300&y=612500&z=3&sv=288300,612500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8830012500,55.393695,-3.76507
Hamarty Hill,The Glenkens to Annandale,542,NS988029,24,no feature,S,"http://www.streetmap.co.uk/newmap.srf?x=298802&y=602904&z=3&sv=298802,602904&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9880202904,55.309787,-3.595871
Struther's Brae,The Glenkens to Annandale,540,NS615055,39,no feature: grass near track,S,"http://www.streetmap.co.uk/newmap.srf?x=261555&y=605570&z=3&sv=261555,605570&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6155505570,55.324654,-4.183581
Upper Hill,The Glenkens to Annandale,540,NS580004,87,,S,"http://www.streetmap.co.uk/newmap.srf?x=258000&y=600400&z=3&sv=258000,600400&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS5800000400,55.277216,-4.236945
Hunt Law,The Glenkens to Annandale,535,NS877156,49,ground near junction of fences,S,"http://www.streetmap.co.uk/newmap.srf?x=287704&y=615601&z=3&sv=287704,615601&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8770415601,55.421407,-3.775729
Mullwhanny,The Glenkens to Annandale,535,NX716973,57,no feature 12m SW of fence/wall,S,"http://www.streetmap.co.uk/newmap.srf?x=271665&y=597346&z=3&sv=271665,597346&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX7166597346,55.253543,-4.020592
Black Hill,The Glenkens to Annandale,531,NS894058,89,trig point,S,"http://www.streetmap.co.uk/newmap.srf?x=289460&y=605849&z=3&sv=289460,605849&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8946005849,55.334227,-3.744142
Mid Hill of Glenhead,The Glenkens to Annandale,531,NX638992,74,,S,"http://www.streetmap.co.uk/newmap.srf?x=263800&y=599200&z=3&sv=263800,599200&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX6380099200,55.268078,-4.145133
Turn Hill,The Glenkens to Annandale,529,NS906062,25,no feature: grass,S,"http://www.streetmap.co.uk/newmap.srf?x=290651&y=606229&z=3&sv=290651,606229&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS9065106229,55.337898,-3.725523
Rough Naze,The Glenkens to Annandale,529,NS707045,20,,S,"http://www.streetmap.co.uk/newmap.srf?x=270700&y=604500&z=3&sv=270700,604500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS7070004500,55.317531,-4.039057
Dun Rig Head,The Glenkens to Annandale,527,NS666081,29,,S,"http://www.streetmap.co.uk/newmap.srf?x=266600&y=608100&z=3&sv=266600,608100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS6660008100,55.348763,-4.10533
Milray Hill,The Glenkens to Annandale,526,NS591056,81,no feature,S,"http://www.streetmap.co.uk/newmap.srf?x=259168&y=605653&z=3&sv=259168,605653&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS5916805653,55.324713,-4.221213
Hunt Law NW Top,The Glenkens to Annandale,523,NS871160,21,ground a few metres W of fence,S,"http://www.streetmap.co.uk/newmap.srf?x=287152&y=616028&z=3&sv=287152,616028&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NS8715216028,55.425115,-3.784619
